Unnamed: 0	word	context	positions	gold_sense_id	predict_sense_id	num_senses
182	player	of the sword, - - points and fences disappear, and the youth finds himself in a more transparent atmosphere, wherein life is a less troublesome game, and not a misunderstanding rises between the players.	195-202	0		6
183	player	If the player who is duck, can touch /q/ him after he has taken up his pebble, and before he reaches the offing, provided his own pebble remain on the large stone, then the player so touched, becomes duck.	173-179	4		6
184	player	Sometimes holes are dug in the ground, into which the players try to drive their marbles.	54-61	0		6
185	rag	Whole families of men, women, and children, half naked, barefoot, in rags, shivering in the cold, lean and gaunt from hunger, without a hut to shelter them from the storm, or a pillow of straw whereon to lay their heads.	69-73	1		7
186	rag	"Now, the next pilgrim was a very old and miserable man; stone-blind, covered with rags; and supporting his steps with a staff. """	82-86	0		7
187	rag	This ornament is considered indispensable, and those who can not afford it, supply its place with a bit of red rag, which equally well answers the intended purpose of pointing them out as disciples of Buddha.	111-114	0		7
188	rag	said Mrs. McCarty, begging them to sit down, and excuse the disordered state of her few rags.	88-92	0		7
189	rag	; and having drilled a small company of young vagabonds, he made a circuit of the market-places on Saturday nights with these -- their rags flying to the wind, and an expression of doleful gratitude in their faces -- running at his heels; Puffer keeping in the advance, and from time to time ordering a cutlet, or steak, or tender-loin, to be cast in.	135-139	0		7
190	rag	"In return, gentlemen, for this flattering toast, let me offer you, "" The regamuffins and paupers of the ward: they conceal more genuine honor and virtue beneath their rags, than King Solomon in his Sunday clothes, or a Fourth-of-July orator in his new-bought ruffle and wristbands! """	167-171	0		7
191	rag	It was able, as the end has shown, to set at defiance the very Constitution of the United States, the latter providing that only gold and silver shall be money; w * * ile this bank, by its career of law-breaking, fraud, and despotism, has at length fairly got the better of this Constitutional provision, ard we have seen through its means irredeemable rags legalized as mcney by the legislators og several of the States.	353-357	5		7
192	rag	The windows were glazed principally with paper, to say nothing of old hats, rags, &c.; The head of this honored house fished in the trout season; and he would have put Izaac Walton to the blush, if that illustrious gentleman's angling virtues had been brought to so severe a proof.	76-80	0		7
193	rag	Porch above porch, opening out on the alley, served as dooryards to the different apartments -- places for the drying of miserable rags -- play-grounds for the children -- and look-outs, for the decrepit old women, on sunny afternoons.	131-135	0		7
194	rag	Chemistry has supplied its bleaching inventions and its medicines, not to speak of the more questionable blessings of dry bone soup, linen rag sugar, and sawdust bread.	139-142	0		7
195	rag	In the first particular, while the standard of intelligence and refinement among our native population is perhaps higher than among our neighbors under the British crown, they are rapidly following our steps as to popular education, and they receive much smaller proportional accessions than we do of a degraded foreign population, whose brutish habits of living have a direct tendency to reduce the price of labor to what will furnish the discomfort, smoke, and rags of a shanty.	463-467	0		7
196	rag	Humbly the stranger took the offered crumb Yet ate not of it, standing meek and dumb: Then lifts his eyes, -- the wondering Ahab saw His rags fall from him as the snow in thaw.	137-141	0		7
197	rag	Isn't your mother in the house, and haven't you a dry rag to put upon that poor child? '	54-57	0		7
198	rag	At midday, when the streets seem to run with liquid fire, when scarcely any pedestrian is abroad, and even the policeman has retired to enjoy the luxury of shade, you may see the droshky driver clinging to his post of duty, the carter urging on his dirt-besmeared equipage, the vender offering his wares with the cry which is a shriek, and the beggars, sexless by plenitude of rags, awaiting their copek at the blazing doors of church and catlle (lral.	377-381	0		7
199	rag	Like revelling witches in rags, and seen through the bedimmed atmosphere at the further end of the den, are half-frantic men, women, and girls	26-30	0		7
200	rag	He had a shining, bulbous forehead, rather scantily thatched with blades of hair; his face, small, meagre, and yet vulgar, was adorned with a pair of short, rusty whiskers, and a rag of a moustache; in all respects not what one would call a face eminently prepossessing.	179-182	3		7
201	rag	There was a time when she did not care if the floor was all covered with heaps of dirt, and she would go out into the street with the rags flying all about her, and her hair in masses of thick tangles, and her face quite black and ugly.	134-138	0		7
